text,subject,body,label
Your Netflix Subscription Payment Was Declined Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,Your Netflix Subscription Payment Was Declined,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,1
Updated Company Holiday Schedule Thank you for registering for the conference. Your confirmation number is 8699. We look forward to seeing you there.,Updated Company Holiday Schedule,Thank you for registering for the conference. Your confirmation number is 8699. We look forward to seeing you there.,0
IRS Tax Refund Pending - Claim Now This is your final notice. Failure to verify your account at http://netfl1x-billing.com/payment within 24 hours will result in permanent suspension.,IRS Tax Refund Pending - Claim Now,This is your final notice. Failure to verify your account at http://netfl1x-billing.com/payment within 24 hours will result in permanent suspension.,1
"IRS Tax Refund Pending - Claim Now Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bankofamerica-alert.co/secure",IRS Tax Refund Pending - Claim Now,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bankofamerica-alert.co/secure",1
"Action Required: Verify Your Account Now Dear Customer, we have detected suspicious activity on your account. Click here http://netfl1x-billing.com/payment immediately to verify your identity or your account will be permanently suspended within 24 hours.",Action Required: Verify Your Account Now,"Dear Customer, we have detected suspicious activity on your account. Click here http://netfl1x-billing.com/payment immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Your Netflix Subscription Payment Was Declined Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your Netflix Subscription Payment Was Declined,"Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Notes from Today's Standup Hello, your recent order #1878 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Notes from Today's Standup,"Hello, your recent order #1878 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
"Your Order Has Shipped Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Your Order Has Shipped,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
"Urgent: Your Account Will Be Suspended Dear Customer, we have detected suspicious activity on your account. Click here http://appleid-verify-secure.info/reset immediately to verify your identity or your account will be permanently suspended within 24 hours.",Urgent: Your Account Will Be Suspended,"Dear Customer, we have detected suspicious activity on your account. Click here http://appleid-verify-secure.info/reset immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Weekly Newsletter - Product Updates Please find attached invoice #2229 for services rendered in August. Payment is due within 30 days per our standard terms.,Weekly Newsletter - Product Updates,Please find attached invoice #2229 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Reminder: Project Deadline Next Friday Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Reminder: Project Deadline Next Friday,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
You've Won a $1000 Gift Card! You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,You've Won a $1000 Gift Card!,You have 1 unclaimed reward waiting. Verify your identity at http://appleid-verify-secure.info/reset to receive your gift card before it expires tonight.,1
Your Netflix Subscription Payment Was Declined This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,Your Netflix Subscription Payment Was Declined,This is your final notice. Failure to verify your account at http://secure-paypal-update.tk/login within 24 hours will result in permanent suspension.,1
Congratulations! You Are Our Lucky Winner This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,Congratulations! You Are Our Lucky Winner,This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,1
